지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm)
108,서울,2020-01-01,-2.2,-6.5,1,.3,1457,9.83,,,,,.1,4.8,50,906,2.6,50,904,.6,509,50,0,,0,,0
108,서울,2020-01-02,1,-.7,1,3.8,1500,,,,,,,6.7,250,1437,4,290,1525,1.2,996,50,,,,,
108,서울,2020-01-03,-.1,-3.4,807,4.6,1547,,,,,,,5.8,270,1122,3.5,270,1422,1.7,1508,290,,,,,
108,서울,2020-01-04,1.2,-2.8,512,6.1,1450,,,,,,,8.5,340,1206,4.5,320,1228,1.9,1623,50,,,,,
108,서울,2020-01-05,1.3,-3.2,821,6.6,1453,,,,,,,4.4,180,1312,2.9,70,2335,1.1,985,50,,,,,
108,서울,2020-01-06,3.1,.6,53,4.6,1158,14.33,,,,,1.8,8.8,70,1505,5.4,70,1739,3.1,2705,70,,,,,
108,서울,2020-01-07,6.3,4.2,1,7.7,2350,24,,,,,46.3,9.5,90,2015,6.3,70,1846,4,3413,70,,,,,
108,서울,2020-01-08,2.4,-.4,2336,8.9,47,9.5,,,,,11.6,11.8,250,49,6.3,270,550,3.3,2875,270,,,,,
108,서울,2020-01-09,-1.2,-3.1,2349,2,1534,,,,,,,7.2,270,1049,4.3,320,1223,2.3,1971,290,,,,,
108,서울,2020-01-10,-.6,-4.3,453,4.2,1534,,,,,,,5.5,320,1810,3.7,320,1408,1.5,1300,290,,,,,
108,서울,2020-01-11,-.1,-2.6,806,3.9,1334,,,,,,,7,320,1949,4.8,340,1956,1.9,1619,290,,,,,
108,서울,2020-01-12,-1,-3.5,633,2.8,1551,,,,,,,6.8,290,1714,4.1,290,1216,2.4,2031,290,,,,,
108,서울,2020-01-13,-2.9,-4.7,632,.2,1422,,,,,,,8.3,270,1404,4.9,320,1218,2.3,1992,290,,,,,
108,서울,2020-01-14,-2.3,-5.7,637,2.6,1413,,,,,,,5.5,320,1516,3.3,320,1428,1.6,1387,290,,,,,
108,서울,2020-01-15,-2.7,-6.4,722,2.2,1510,,,,,,,8,290,1411,4.5,320,1418,1.9,1673,270,,,,,
108,서울,2020-01-16,-1.7,-5.5,816,3.2,1430,,,,,,,6.9,320,1709,4.4,340,1714,1.6,1417,320,,,,,
108,서울,2020-01-17,-.6,-4.8,720,4.9,1449,,,,,,,6.7,320,1952,3.8,320,1927,1.5,1311,290,,,,,
108,서울,2020-01-18,.3,-4.1,802,5.9,1503,,,,,,,6.8,290,1636,4.2,270,1739,1.8,1569,270,,,,,
108,서울,2020-01-19,1.9,-.4,3,5.3,1510,1.58,,,,,.6,10.9,290,1243,6.1,320,1459,2.2,1862,270,.3,955,.3,955,.3
108,서울,2020-01-20,.7,-3.3,2324,5.5,1313,,,,,,,10.4,290,1759,5.7,270,1636,2.5,2202,270,,,,,
108,서울,2020-01-21,-.4,-5.6,800,5.5,1541,,,,,,,5.6,70,1038,3.5,320,142,1.4,1209,320,,,,,
108,서울,2020-01-22,3,-.1,47,7.8,1447,,,,,,,6.3,70,1524,3.2,90,1602,1.7,1479,50,,,,,
108,서울,2020-01-23,4.6,0,802,9.9,1450,,,,,,,6.9,320,1313,4.7,320,1938,2,1701,290,,,,,
108,서울,2020-01-24,2.8,-1.3,816,7.4,1534,,,,,,,6.4,320,1648,3.7,320,1737,1.7,1508,290,,,,,
108,서울,2020-01-25,4.3,.6,251,8.8,1202,,,,,,,6.8,320,1941,3.9,320,1851,1.5,1309,290,,,,,
108,서울,2020-01-26,5.5,-.2,747,11.9,1516,,,,,,,11.1,90,2122,6.1,70,1948,2.7,2342,70,,,,,
108,서울,2020-01-27,5.9,4.8,2331,7.5,1418,6.92,,,,,.1,13.7,90,720,7,70,1649,4.6,3987,70,,,,,
108,서울,2020-01-28,6.8,4.3,231,9.9,1442,2.67,,,,,0,8.8,70,2030,5.4,70,2028,2.6,2263,50,,,,,
108,서울,2020-01-29,6,3.2,708,9.6,1450,,,,,,,5.8,50,947,3.6,70,1921,2.1,1837,70,,,,,
108,서울,2020-01-30,5.2,1.4,814,10.4,1249,,,,,,,5.7,290,1748,3,320,1433,1.8,1513,70,,,,,
108,서울,2020-01-31,3.9,1.4,2357,8.9,1347,.17,,,,,0,8.1,230,1545,4.4,270,1435,2.3,2022,270,,,,,
108,서울,2020-02-01,2.6,-1.2,705,7.6,1556,,,,,,,7.7,320,1434,4.7,270,1457,1.7,1505,290,,,,,
108,서울,2020-02-02,1.5,-2.1,747,5.3,1309,,,,,,,7.3,290,1815,4.7,320,1821,1.8,1564,290,,,,,
108,서울,2020-02-03,-.4,-2.9,2357,3,1456,3.08,,,,,0,9,290,1419,5.7,270,1448,3.1,2705,270,,,,,
108,서울,2020-02-04,-1.6,-6,635,3.9,1429,7.25,,,,,1.7,10.8,340,2351,6.2,340,2059,2.8,2376,320,.8,1945,.8,1945,.8
108,서울,2020-02-05,-8.3,-11,757,-4.9,1601,,,,,,,10.2,320,50,5.5,320,154,3.3,2869,320,,,.7,1,
108,서울,2020-02-06,-6.4,-11.8,634,.4,1433,,,,,,,7,290,2005,4,290,2018,1.9,1615,290,,,,,
108,서울,2020-02-07,-1.7,-7.2,123,2.2,1533,.58,,,,,0,6.9,340,1523,3.5,320,1440,2,1693,290,,,,,
108,서울,2020-02-08,-.1,-2.3,803,3.7,1611,.17,,,,,0,8.9,270,1538,5.3,340,1200,3,2608,320,,,,,
108,서울,2020-02-09,-.5,-5.6,742,4.1,1447,.08,,,,,0,8,230,1553,4.4,270,1314,2,1726,270,,,,,
108,서울,2020-02-10,4,-.7,646,9.6,1500,.92,,,,,0,7.8,360,1334,4.2,320,1312,1.7,1475,290,,,,,
108,서울,2020-02-11,6.8,-.5,711,14.6,1526,,,,,,,5.7,90,847,3.6,70,852,1.6,1410,50,,,,,
108,서울,2020-02-12,7.4,6.5,1219,8.2,1928,20.58,,,,,6.7,7.9,70,1150,5,70,1226,2.2,1906,70,,,,,
108,서울,2020-02-13,6.5,4.9,656,8.7,1534,,,,,,,5.3,200,1127,3.2,200,1506,1.7,1461,290,,,,,
108,서울,2020-02-14,8.1,3.2,708,14.7,1631,,,,,,,4.9,320,127,3,200,1438,1.2,998,290,,,,,
108,서울,2020-02-15,9.8,6.2,735,15.6,1250,4.25,,,,,2,9,320,2035,5,70,456,2.7,2350,70,,,,,
108,서울,2020-02-16,-1.4,-4.3,2245,7.7,1,17,,,,,13.4,11.5,270,1400,6.6,270,1407,4,3423,270,3.9,1300,3.9,1300,4
108,서울,2020-02-17,-5.9,-7.1,2258,-3.9,130,14.75,,,,,1,9.4,320,1659,5.6,320,1702,3.4,2963,320,3.8,600,5.5,600,3.8
108,서울,2020-02-18,-4.1,-8.3,745,1.3,1608,,,,,,,6.6,290,916,4.1,290,1458,2.3,1968,290,,,2,1,
108,서울,2020-02-19,1,-4.4,624,6.4,1512,,,,,,,5.4,250,1415,3.2,270,1504,1.5,1293,50,,,,,
108,서울,2020-02-20,4.6,-.6,659,10.8,1547,,,,,,,6,270,1454,3.3,290,1444,1.7,1465,50,,,,,
108,서울,2020-02-21,6.7,2.1,459,10.9,1438,4.92,,,,,4.2,9.7,250,2049,5.3,250,2050,2.2,1862,200,,,,,
108,서울,2020-02-22,4,0,2340,7.9,1246,3.83,,,,,3.1,14.4,290,1319,8.2,320,1324,4,3453,270,,,,,
108,서울,2020-02-23,2.5,-2.5,645,8,1446,,,,,,,8.1,290,1434,4.2,270,1435,2,1759,270,,,,,
108,서울,2020-02-24,7,.8,514,12.2,1408,,,,,,,6.2,250,1442,3.4,230,1445,1.6,1415,50,,,,,
108,서울,2020-02-25,6.7,4.7,2400,9.4,1642,12.58,,,,,16.6,12.4,90,1646,6.8,70,1603,4.2,3601,70,,,,,
108,서울,2020-02-26,6.4,2.8,423,10.4,1513,.42,,,,,0,6.6,70,24,4,340,1411,2.1,1817,50,,,,,
108,서울,2020-02-27,6.1,1.3,657,12.5,1528,,,,,,,7,200,1740,4.4,250,1747,2,1709,70,,,,,
108,서울,2020-02-28,4.5,3.6,1335,5.9,1013,13.83,,,,,3.9,8.1,250,1020,4.2,230,1028,1.4,1172,50,,,,,
108,서울,2020-02-29,7.7,4.5,1,13,1550,5.17,,,,,.5,6.4,270,1449,4.2,270,1658,1.7,1445,50,,,,,
108,서울,2020-03-01,5.8,3.2,511,10.1,1314,4.5,,,,,.2,8.3,320,2236,4.7,270,1529,2,1731,270,,,,,
108,서울,2020-03-02,3.4,0,723,7.6,1546,.33,,,,,0,9.3,290,526,4.9,290,451,2.7,2303,290,,,,,
108,서울,2020-03-03,4.8,.3,441,10.5,1329,,,,,,,8,270,1547,4.7,320,1747,2.6,2222,70,,,,,
108,서울,2020-03-04,2.2,-1.3,2351,4.6,1046,1.5,,,,,0,11.7,250,1112,6.8,270,1118,3.7,3208,270,,,,,
108,서울,2020-03-05,1.4,-2.8,654,6.3,1527,,,,,,,7.6,200,1258,4.1,270,1401,2.5,2165,270,,,,,
108,서울,2020-03-06,3.7,-2.5,718,10.1,1621,,,,,,,6,180,1452,3.6,200,1454,1.6,1355,50,,,,,
108,서울,2020-03-07,7,1.3,633,14.2,1442,,,,,,,6.3,290,1748,4.1,270,1624,2,1751,70,,,,,
108,서울,2020-03-08,9.3,2.3,723,16.9,1559,,,,,,,7,270,1740,4.6,270,1754,1.6,1356,290,,,,,
108,서울,2020-03-09,11.1,4.8,719,17.6,1423,,,,,,,7.3,320,2053,4.5,320,1942,1.8,1528,320,,,,,
108,서울,2020-03-10,6.4,3.2,2343,10.8,1,18.67,,,,,11.8,8.7,290,1840,5.3,290,1841,2.8,2408,290,,,,,
108,서울,2020-03-11,3.8,0,658,8.3,1454,,,,,,,9.6,290,1006,5.5,320,956,3.3,2867,270,,,,,
108,서울,2020-03-12,6.8,.2,638,13.3,1435,,,,,,,10.2,290,1632,5.4,230,1624,2.5,2192,250,,,,,
108,서울,2020-03-13,4.9,-.1,2400,8.7,1427,2.25,,,,,.5,9.1,340,1954,5.4,340,1959,3.3,2857,320,,,,,
108,서울,2020-03-14,3.6,-2.7,642,8.6,1440,,,,,,,11.9,230,1400,6.8,230,1543,3,2608,250,,,,,
108,서울,2020-03-15,4,.2,2335,8.5,1327,,,,,,,14.4,270,1533,7.8,320,1507,3.6,3135,320,,,,,
108,서울,2020-03-16,3.6,-2.1,638,9.1,1510,,,,,,,9.8,200,1711,5.2,250,1634,2.8,2382,250,,,,,
108,서울,2020-03-17,6.6,3.1,46,12.3,1537,,,,,,,9,230,1810,5.2,230,1614,2.1,1798,230,,,,,
108,서울,2020-03-18,10,2.7,726,17,1550,,,,,,,8.1,200,1530,4.4,230,1538,1.8,1529,250,,,,,
108,서울,2020-03-19,9.1,5.8,2400,12.1,641,.33,,,,,0,16.3,270,1130,8.2,250,1636,4.8,4114,270,,,,,
108,서울,2020-03-20,8.8,3.1,641,14,1421,,,,,,,13,230,1547,6.6,270,1450,3.1,2715,200,,,,,
108,서울,2020-03-21,12.8,7.9,107,19.5,1538,,,,,,,8.6,320,1819,5.1,290,1821,2,1720,180,,,,,
108,서울,2020-03-22,11,6.1,631,16.5,1402,,,,,,,10.2,320,1455,5.6,320,1248,3,2590,290,,,,,
108,서울,2020-03-23,10.6,5.4,516,17,1507,,,,,,,9.6,320,1544,4.8,270,1641,1.9,1642,270,,,,,
108,서울,2020-03-24,11.4,5.3,558,17.9,1444,,,,,,,7,290,1656,4,200,1254,1.8,1551,270,,,,,
108,서울,2020-03-25,12.5,6.1,644,19.2,1401,,,,,,,8.3,290,1547,5.3,320,1632,1.9,1610,290,,,,,
108,서울,2020-03-26,14.8,8.1,622,20.6,1330,4.92,,,,,1.8,7.3,180,1743,5.3,160,1746,1.9,1655,70,,,,,
108,서울,2020-03-27,11.9,6.7,2357,15.8,1512,5.92,,,,,2,10.3,250,1624,5.8,320,1129,3.3,2843,290,,,,,
108,서울,2020-03-28,7.7,4.5,622,12.8,1522,,,,,,,10.1,360,558,5.5,340,641,3.2,2757,360,,,,,
108,서울,2020-03-29,8.7,1.3,632,16.1,1520,,,,,,,7.4,270,1638,4.6,290,1729,2,1733,290,,,,,
108,서울,2020-03-30,10.2,4.3,658,16.9,1542,,,,,,,6.8,290,1340,4.1,270,1801,1.8,1560,270,,,,,
108,서울,2020-03-31,11.9,4.7,622,18.6,1401,,,,,,,7.4,340,1403,4.4,290,1521,2,1709,270,,,,,
108,서울,2020-04-01,11.3,6,2358,17.4,1350,,,,,,,11.9,290,1520,7.3,270,1437,3.7,3227,290,,,,,
108,서울,2020-04-02,9.3,3.4,613,15.5,1315,,,,,,,9.8,270,1502,5.5,270,1533,2.3,1985,250,,,,,
108,서울,2020-04-03,10,5.3,504,16.3,1434,,,,,,,9.4,290,1611,5.7,270,1628,2.7,2303,270,,,,,
108,서울,2020-04-04,8.9,5,2358,13.3,1505,,,,,,,12.8,270,1650,6.3,290,1657,3.4,2970,290,,,,,
108,서울,2020-04-05,7.2,1.9,605,13.7,1516,,,,,,,9.7,200,1638,5.4,230,1629,2.8,2380,270,,,,,
108,서울,2020-04-06,9.3,2.9,601,16.1,1348,,,,,,,10.2,250,1508,5.9,270,1516,2.4,2116,290,,,,,
108,서울,2020-04-07,10.6,6,430,16.8,1416,,,,,,,8.4,200,1639,5.1,270,1524,2.5,2123,270,,,,,
108,서울,2020-04-08,9.4,5.2,457,14.2,1557,,,,,,,11.2,340,1214,5.9,340,1124,3.5,2999,290,,,,,
108,서울,2020-04-09,8.9,4.3,604,14.7,1437,,,,,,,10.2,250,1529,5.7,250,1707,2.8,2381,270,,,,,
108,서울,2020-04-10,10.7,5.8,520,16.8,1527,,,,,,,7.5,290,1557,4.1,290,1619,2.4,2103,290,,,,,
108,서울,2020-04-11,9.9,6.2,630,16,1441,,,,,,,8.6,230,1444,4.9,270,1804,2.5,2118,290,,,,,
108,서울,2020-04-12,9.9,4.4,617,15.6,1136,,,,,,,13.4,70,1326,7.4,90,1333,3.8,3273,90,,,,,
108,서울,2020-04-13,12.4,4.3,617,20.4,1617,,,,,,,9.8,90,1244,5.5,50,1536,3.1,2676,70,,,,,
108,서울,2020-04-14,13,7.6,631,19.6,1351,,,,,,,10,250,1437,5.3,270,1501,2.4,2035,290,,,,,
108,서울,2020-04-15,13.2,7.2,609,20.2,1510,,,,,,,9.2,290,1528,5.6,290,1645,2.2,1920,290,,,,,
108,서울,2020-04-16,16,8.9,353,23.8,1535,,,,,,,8,320,1753,4.5,320,1800,2.3,1989,90,,,,,
108,서울,2020-04-17,12.5,10.4,959,15.4,201,9.5,3,1300,3.9,1238,6.5,9.4,160,820,4.8,140,828,2.4,2085,110,,,,,
108,서울,2020-04-18,13.5,8.5,632,19.6,1455,,,,,,,8,290,1636,4.8,270,1656,2.6,2252,320,,,,,
108,서울,2020-04-19,12.3,9.5,2300,15.5,1332,9,.8,1859,2.9,1712,10.3,8.6,70,2044,5.2,90,2037,2.7,2300,90,,,,,
108,서울,2020-04-20,10,7.6,2353,13.1,1059,2.33,.1,,.1,,.1,14.2,270,1626,6.8,270,1621,3.3,2885,250,,,,,
108,서울,2020-04-21,7.4,4.8,2257,10.4,1418,,,,,,,17,230,1435,8.9,290,1739,4.4,3798,290,,,,,
108,서울,2020-04-22,6,4.1,550,8.3,1405,2.33,0,,0,,0,12.5,290,1145,6.4,290,1325,4,3451,290,,,,,
108,서울,2020-04-23,7.9,2.9,543,12.8,1456,,,,,,,12.9,320,1223,7.9,250,1535,3.7,3232,290,,,,,
108,서울,2020-04-24,9.9,4.1,612,14.3,1409,,,,,,,16,250,1303,8.2,270,1303,3.9,3342,270,,,,,
108,서울,2020-04-25,13.1,9.9,1,17.1,1447,,,,,,,15,230,1050,7.8,250,1050,3.9,3339,250,,,,,
108,서울,2020-04-26,12.3,6.8,612,19,1527,,,,,,,10.8,290,1730,6.5,290,1714,3.2,2776,290,,,,,
108,서울,2020-04-27,12.9,8.7,516,18.3,1419,,,,,,,11.2,270,1620,5.5,290,1541,2.8,2422,320,,,,,
108,서울,2020-04-28,13.9,7.8,555,19.9,1447,,,,,,,10,250,1456,5.5,230,1204,3,2579,250,,,,,
108,서울,2020-04-29,14.9,9.3,559,21,1333,,,,,,,8.6,290,1349,5.2,320,1412,2.6,2205,290,,,,,
108,서울,2020-04-30,17.1,9.3,553,23.4,1459,,,,,,,10,230,2236,5.9,290,1517,2.7,2352,250,,,,,
108,서울,2020-05-01,20.2,16.4,301,26.2,1450,,,,,,,9.9,290,1752,5.5,290,1726,2.7,2328,270,,,,,
108,서울,2020-05-02,20.3,18,328,23.9,1500,.67,0,,0,,0,7.6,290,1437,4.6,230,111,2.3,1985,290,,,,,
108,서울,2020-05-03,21.8,17,520,27.4,1459,1.08,0,,0,,0,7.2,140,1224,3.9,160,1242,2,1705,90,,,,,
108,서울,2020-05-04,20.2,14.8,2359,25.3,1358,,,,,,,8.7,270,1317,4.6,270,1247,2.7,2310,290,,,,,
108,서울,2020-05-05,16,13.1,519,19.3,1211,,,,,,,8.8,230,1346,5.3,250,1354,1.9,1601,290,,,,,
108,서울,2020-05-06,19.4,11.1,546,27.6,1546,,,,,,,8,20,1538,4.4,320,1623,2.1,1850,70,,,,,
108,서울,2020-05-07,20.7,14.9,541,26.5,1419,,,,,,,9.5,140,930,4.3,90,319,2.5,2167,90,,,,,
108,서울,2020-05-08,19.9,14.3,2357,27.3,1423,6.17,.5,2238,1.6,2203,2.3,7.9,290,1529,4.5,290,1514,2.4,2109,160,,,,,
108,서울,2020-05-09,14.2,12.7,338,16.8,1623,24,1.4,958,4.7,948,24.4,11,90,333,5.9,90,615,3.6,3085,90,,,,,
108,서울,2020-05-10,14.4,12.8,138,16.6,1405,8.42,.3,305,.7,230,1.3,7.1,250,1534,4.1,250,1556,2.5,2183,250,,,,,
108,서울,2020-05-11,16.5,12.4,2358,22,1414,3,1.8,2340,3.8,2323,3.4,10.1,250,1424,5.6,290,1456,3,2622,250,,,,,
108,서울,2020-05-12,14.3,10.5,516,18.9,1527,.83,.5,13,.7,1,.7,12.2,230,1641,5.4,320,1907,2.9,2531,250,,,,,
108,서울,2020-05-13,16.1,10.2,607,21.8,1420,,,,,,,12.1,290,1304,6.5,290,1613,2.8,2459,270,,,,,
108,서울,2020-05-14,19.3,12.4,402,25.4,1346,,,,,,,6.9,290,1352,4.3,340,1557,2,1685,90,,,,,
108,서울,2020-05-15,16.1,14.1,1052,20.2,426,20.75,.6,919,2.1,838,12,13.2,160,425,5.3,180,432,3,2629,90,,,,,
108,서울,2020-05-16,16.7,15,1,20.3,1644,12.67,.2,,.5,556,2.5,4.9,70,10,3.3,90,1,1.6,1364,290,,,,,
108,서울,2020-05-17,19.1,14.6,537,24.9,1640,1,0,,0,,0,7.7,340,448,4.3,320,456,1.7,1511,320,,,,,
108,서울,2020-05-18,19.1,13.2,2202,26.8,1429,7,11.5,1603,19.8,1553,29.8,16.4,290,1556,7.2,290,1607,2.4,2093,140,,,,,
108,서울,2020-05-19,13,10.1,2355,17.1,1605,6.42,3,1029,9.6,949,19,12.9,70,1503,7.2,70,1436,3.2,2798,50,,,,,
108,서울,2020-05-20,14.4,9.2,213,20.1,1427,.58,0,,0,,0,6,50,1207,3,90,2110,1.9,1635,90,,,,,
108,서울,2020-05-21,17.4,10.9,519,22.9,1630,,,,,,,6.1,90,539,3.3,90,609,2.1,1830,90,,,,,
108,서울,2020-05-22,18.5,14.8,541,22.7,1541,.5,0,,0,,0,8,160,950,4.9,290,1742,1.9,1616,290,,,,,
108,서울,2020-05-23,20.1,16.6,545,25,1530,.67,0,,0,,0,8.3,290,1703,4.7,270,1703,2.2,1865,290,,,,,
108,서울,2020-05-24,17.1,14.3,2319,20.2,1415,9.75,3.4,545,9.9,544,14.5,12.8,270,728,6.5,270,727,2.9,2484,230,,,,,
108,서울,2020-05-25,16.6,13.7,2357,21.3,1513,,,,,,,6,250,1424,3.8,290,1623,2.1,1774,320,,,,,
108,서울,2020-05-26,16.2,12.7,535,22.9,1400,2.67,1.3,2023,1.5,1955,1.5,8.8,320,1503,5.4,320,1511,2.1,1828,290,,,,,
108,서울,2020-05-27,17.4,11.8,602,23.9,1450,,,,,,,9.3,290,1623,5.9,290,1804,2.6,2273,320,,,,,
108,서울,2020-05-28,18.7,14.2,529,23.4,1605,.25,0,,0,,0,7.3,270,1332,3.9,290,1338,1.9,1656,320,,,,,
108,서울,2020-05-29,20.7,14.6,546,27.6,1652,,,,,,,6.7,180,1449,4.1,180,1452,2,1705,290,,,,,
108,서울,2020-05-30,22.6,16.5,530,30,1601,,,,,,,7,340,1724,4.3,320,1725,1.9,1652,290,,,,,
108,서울,2020-05-31,21.2,17.6,523,28,1332,1.92,.3,2305,1,2245,1,8.6,340,1857,5.7,320,1901,2.3,2012,320,,,,,
108,서울,2020-06-01,19.7,16.6,528,24.5,1603,3.75,.3,-2357,.3,-2345,.4,12.3,320,1205,6.2,290,1239,3.4,2974,290,,,,,
108,서울,2020-06-02,17.9,14.8,449,21.8,1526,1.83,.8,1129,1.9,1055,2,9.1,160,1340,4.1,250,1629,2.2,1889,290,,,,,
108,서울,2020-06-03,22,17.6,546,28.4,1516,,,,,,,8.8,290,1948,5.6,290,2005,2.4,2061,290,,,,,
108,서울,2020-06-04,21.9,19.7,2358,26.5,1401,6.75,.1,,.1,,.2,7.7,250,1416,4.7,270,1429,2.7,2334,250,,,,,
108,서울,2020-06-05,23,18.4,443,28.7,1529,,,,,,,6.7,320,1826,3.8,290,1845,1.8,1593,290,,,,,
108,서울,2020-06-06,24.6,19.2,541,30.9,1543,,,,,,,7.8,290,1646,4.4,290,1730,2,1685,290,,,,,
108,서울,2020-06-07,22.7,19.2,318,29.2,1545,,,,,,,7.3,180,1105,5.1,200,1110,2.3,1991,290,,,,,
108,서울,2020-06-08,25,19.8,101,32,1529,,,,,,,8.8,290,1759,5.5,290,1824,2.1,1831,290,,,,,
108,서울,2020-06-09,26.7,20.3,558,32.8,1502,,,,,,,7.9,340,1622,4.3,290,1538,2.3,1965,320,,,,,
108,서울,2020-06-10,25.8,22.5,548,32.1,1356,6.58,.6,1935,2.9,2019,6.2,9.8,270,1755,6.2,340,1747,2,1750,290,,,,,
108,서울,2020-06-11,26.1,21.7,511,31.6,1620,.42,0,,.1,,0,7.2,270,2022,4.6,290,2022,2.2,1935,290,,,,,
108,서울,2020-06-12,24.7,21.6,525,27.6,1421,,,,,,,4.7,340,424,3,320,424,1.7,1467,290,,,,,
108,서울,2020-06-13,26.9,20.6,541,33.5,1513,.5,0,,0,,0,8.4,290,1946,5,290,1946,1.9,1639,290,,,,,
108,서울,2020-06-14,24,20.1,2355,28.8,1433,3.83,.4,314,1.1,231,1.1,10.1,320,1822,5.9,290,1627,2.9,2510,270,,,,,
108,서울,2020-06-15,23,18.2,548,28.6,1500,,,,,,,13.4,250,1538,6.3,290,1616,2.8,2427,270,,,,,
108,서울,2020-06-16,24.4,20,357,30.7,1527,,,,,,,6.9,250,1652,4.4,270,1651,2.2,1923,290,,,,,
108,서울,2020-06-17,24.3,20.2,533,30.3,1455,,,,,,,7.9,230,1626,4.3,290,1644,2,1701,290,,,,,
108,서울,2020-06-18,23.4,20.3,541,27.3,1551,,,,,,,5.6,290,1840,3.4,290,1845,1.6,1407,320,,,,,
108,서울,2020-06-19,24.7,21.1,658,30,1448,1.83,.1,,.1,,.1,7.1,50,56,4.2,290,1901,2.1,1821,70,,,,,
108,서울,2020-06-20,24.9,20.7,503,29.7,1254,,,,,,,7.9,270,1542,4.6,320,1616,2.1,1853,290,,,,,
108,서울,2020-06-21,26.1,19.5,544,32.7,1450,,,,,,,8.4,290,1515,4.5,290,1518,2,1713,320,,,,,
108,서울,2020-06-22,28.6,21.7,522,35.4,1509,,,,,,,6.7,290,1700,4.1,290,1807,2,1698,290,,,,,
108,서울,2020-06-23,27.3,23.2,610,31,1405,.5,0,,0,,0,5.7,250,1428,3.7,250,1430,1.9,1602,270,,,,,
108,서울,2020-06-24,22.3,19.9,1250,26.3,1,19.17,2.9,1034,8.5,1105,37.6,10,110,702,5.7,140,1005,2.7,2359,50,,,,,
108,서울,2020-06-25,21.6,20.1,2331,23.4,1527,15.33,1.1,132,3.5,120,13.3,7.1,180,1510,4.3,180,2126,2.2,1909,180,,,,,
108,서울,2020-06-26,21.8,19.2,338,25.7,1529,5.83,.4,-2356,.9,-2331,2.1,9.5,200,315,5.3,230,323,3.2,2786,230,,,,,
108,서울,2020-06-27,24.1,20.4,524,29.6,1525,.75,0,,0,,0,8.3,250,1642,5.4,290,1759,2,1696,250,,,,,
108,서울,2020-06-28,25.2,21.5,554,30.1,1507,,,,,,,7.7,270,1641,4.7,250,1646,2.4,2059,270,,,,,
108,서울,2020-06-29,23.8,20.6,2357,26.5,1059,5.08,2.6,2356,9.6,2331,11.9,9.9,50,2257,5.9,50,2337,2.4,2069,50,,,,,
108,서울,2020-06-30,20.1,18.4,507,23.1,1450,18.42,4.7,348,15.9,330,64.7,14.5,50,220,7.6,50,232,4,3443,320,,,,,
